datetime,pm25,no2,o3
2020-01-01 00:00:00+00:00,418.714,55.54383333333333,10.619333333333335
2020-01-01 01:00:00+00:00,294.9774,54.1345,11.185333333333332
2020-01-01 02:00:00+00:00,171.24079999999998,47.14025,17.908
2020-01-01 03:00:00+00:00,98.32039999999999,45.75,16.744666666666664
2020-01-01 04:00:00+00:00,65.1318,39.19683333333334,23.614
2020-01-01 05:00:00+00:00,46.925,38.6845,19.629
2020-01-01 06:00:00+00:00,39.4616,40.47091666666667,9.051333333333334
2020-01-01 07:00:00+00:00,34.0968,41.775,5.778333333333333
2020-01-01 08:00:00+00:00,35.4944,37.05408333333333,8.422666666666666
2020-01-01 09:00:00+00:00,35.568200000000004,35.541583333333335,10.888
2020-01-01 10:00:00+00:00,37.2152,30.745583333333332,21.641333333333336
2020-01-01 11:00:00+00:00,37.1844,32.52075,25.105333333333334
2020-01-01 12:00:00+00:00,40.188599999999994,30.8305,32.10566666666667
2020-01-01 13:00:00+00:00,37.608999999999995,32.768750000000004,34.175999999999995
2020-01-01 14:00:00+00:00,35.1788,38.9415,28.954666666666668
2020-01-01 15:00:00+00:00,30.736,44.70141666666667,19.017
2020-01-01 16:00:00+00:00,26.4178,45.68383333333333,12.489666666666666
2020-01-01 17:00:00+00:00,24.759,38.36716666666667,17.151666666666667
2020-01-01 18:00:00+00:00,22.8286,34.94433333333333,17.612666666666666
2020-01-01 19:00:00+00:00,23.02,27.59991666666667,24.776333333333337
2020-01-01 20:00:00+00:00,24.113,34.300333333333334,13.207666666666666
2020-01-01 21:00:00+00:00,28.177,34.67916666666667,10.280666666666667
2020-01-01 22:00:00+00:00,24.834200000000003,30.138583333333333,10.398666666666667
2020-01-01 23:00:00+00:00,25.1128,25.69458333333333,13.246
2020-01-02 00:00:00+00:00,30.178200000000004,25.00425,15.012333333333332
2020-01-02 01:00:00+00:00,31.4894,24.120500000000003,15.457
2020-01-02 02:00:00+00:00,30.68,23.0515,16.26033333333333
2020-01-02 03:00:00+00:00,27.3108,23.905083333333334,16.360666666666667
2020-01-02 04:00:00+00:00,26.5374,24.60258333333333,13.701
2020-01-02 05:00:00+00:00,25.760199999999998,29.939166666666665,8.860999999999999
2020-01-02 06:00:00+00:00,29.226599999999998,33.979083333333335,5.082
2020-01-02 07:00:00+00:00,38.187,33.9475,4.804666666666667
2020-01-02 08:00:00+00:00,31.4752,35.62133333333333,2.994666666666667
2020-01-02 09:00:00+00:00,29.942200000000003,41.480583333333335,2.8386666666666667
2020-01-02 10:00:00+00:00,28.119799999999998,44.029333333333334,4.572
2020-01-02 11:00:00+00:00,27.993599999999997,36.365833333333335,11.878333333333332
2020-01-02 12:00:00+00:00,30.6702,32.103833333333334,12.297666666666666
2020-01-02 13:00:00+00:00,35.5114,35.139583333333334,8.269666666666666
2020-01-02 14:00:00+00:00,39.257600000000004,36.40991666666667,6.962666666666666
2020-01-02 15:00:00+00:00,36.326,37.00816666666667,7.599333333333334
2020-01-02 16:00:00+00:00,28.5106,37.22108333333333,7.9270000000000005
2020-01-02 17:00:00+00:00,27.2668,38.53033333333333,6.575
2020-01-02 18:00:00+00:00,24.329,41.341166666666666,5.859999999999999
2020-01-02 19:00:00+00:00,21.203,38.14236363636363,10.816333333333333
2020-01-02 20:00:00+00:00,20.439,34.48491666666667,16.545666666666666
2020-01-02 21:00:00+00:00,18.0898,31.17125,17.008
2020-01-02 22:00:00+00:00,18.017400000000002,29.9235,17.308
2020-01-02 23:00:00+00:00,18.09425,24.41241666666667,21.927000000000003
2020-01-03 00:00:00+00:00,15.1262,23.456666666666667,20.661666666666665
2020-01-03 01:00:00+00:00,13.059000000000001,21.045333333333332,24.34166666666667
2020-01-03 02:00:00+00:00,10.6432,17.95475,25.307666666666666
2020-01-03 03:00:00+00:00,9.715,17.075166666666664,24.122333333333334
2020-01-03 04:00:00+00:00,9.65,16.752750000000002,27.628
2020-01-03 05:00:00+00:00,11.095500000000001,20.938333333333333,27.647000000000002
2020-01-03 06:00:00+00:00,10.29175,24.086333333333332,26.480999999999998
2020-01-03 07:00:00+00:00,9.459399999999999,25.860249999999997,25.878333333333334
2020-01-03 08:00:00+00:00,9.803999999999998,27.71983333333333,25.107
2020-01-03 09:00:00+00:00,10.531600000000001,26.739416666666667,25.628666666666664
2020-01-03 10:00:00+00:00,11.585,24.8935,29.243
2020-01-03 11:00:00+00:00,10.4802,25.108,29.973
2020-01-03 12:00:00+00:00,9.9936,25.488333333333333,32.177
2020-01-03 13:00:00+00:00,8.8445,27.723,31.390333333333334
2020-01-03 14:00:00+00:00,9.54975,31.90491666666667,28.557
2020-01-03 15:00:00+00:00,8.3352,31.858500000000003,29.706999999999997
2020-01-03 16:00:00+00:00,8.552,35.07991666666667,28.727999999999998
2020-01-03 17:00:00+00:00,7.7144,32.05308333333333,31.170333333333332
2020-01-03 18:00:00+00:00,4.6171999999999995,18.247666666666664,70.80566666666667
2020-01-03 19:00:00+00:00,4.8392,23.59358333333333,66.25133333333333
2020-01-03 20:00:00+00:00,4.743399999999999,28.177000000000003,59.26
2020-01-03 21:00:00+00:00,5.4318,27.520166666666668,61.94133333333334
2020-01-03 22:00:00+00:00,5.7172,25.938916666666668,60.628666666666675
2020-01-03 23:00:00+00:00,5.518800000000001,20.535333333333334,62.37633333333334
2020-01-04 00:00:00+00:00,5.9322,18.863833333333332,61.666999999999994
2020-01-04 01:00:00+00:00,4.3834,17.2675,62.14966666666667
2020-01-04 02:00:00+00:00,3.9873999999999996,12.066583333333334,64.41633333333334
2020-01-04 03:00:00+00:00,3.3986000000000005,12.740083333333333,63.39433333333333
2020-01-04 04:00:00+00:00,3.9812,13.625,60.74266666666667
2020-01-04 05:00:00+00:00,4.6402,15.993333333333332,59.20333333333334
2020-01-04 06:00:00+00:00,5.4514000000000005,15.49,61.367
2020-01-04 07:00:00+00:00,4.9472000000000005,14.350833333333334,60.71333333333334
2020-01-04 08:00:00+00:00,4.9479999999999995,12.724833333333335,60.86533333333333
2020-01-04 09:00:00+00:00,5.7712,14.242750000000001,60.63933333333333
2020-01-04 10:00:00+00:00,5.191599999999999,14.32175,60.605999999999995
2020-01-04 11:00:00+00:00,5.4841999999999995,14.082416666666667,63.25633333333334
2020-01-04 12:00:00+00:00,4.1536,12.467166666666666,74.685
2020-01-04 13:00:00+00:00,2.4899999999999998,18.918000000000003,73.35733333333333
2020-01-04 14:00:00+00:00,2.8546,17.399333333333335,73.76433333333334
2020-01-04 15:00:00+00:00,2.9116,21.549333333333333,72.54533333333333
2020-01-04 16:00:00+00:00,3.9756,22.805833333333336,73.91333333333334
2020-01-04 17:00:00+00:00,5.308,22.704916666666666,73.794
2020-01-04 18:00:00+00:00,6.1258,20.559083333333334,69.283
2020-01-04 19:00:00+00:00,5.496,22.139333333333337,65.37766666666667
2020-01-04 20:00:00+00:00,5.2341999999999995,28.59958333333333,57.80433333333334
2020-01-04 21:00:00+00:00,7.3302000000000005,29.615416666666665,53.42733333333333
2020-01-04 22:00:00+00:00,7.0964,30.17758333333333,50.815666666666665
2020-01-04 23:00:00+00:00,6.764,36.25091666666666,46.120666666666665
2020-01-05 00:00:00+00:00,5.9464,34.117583333333336,48.725
2020-01-05 01:00:00+00:00,6.406999999999999,25.92533333333333,52.447
2020-01-05 02:00:00+00:00,5.4354,24.877583333333334,51.114666666666665
2020-01-05 03:00:00+00:00,5.3862,27.846,46.324666666666666
2020-01-05 04:00:00+00:00,5.8002,29.143333333333334,48.197333333333326
2020-01-05 05:00:00+00:00,5.1579999999999995,29.489083333333337,41.620333333333335
2020-01-05 06:00:00+00:00,6.1245,31.995166666666666,43.25133333333334
2020-01-05 07:00:00+00:00,5.51,37.46866666666667,34.44766666666667
2020-01-05 08:00:00+00:00,4.4612,35.1385,33.608333333333334
2020-01-05 09:00:00+00:00,6.796799999999999,37.541916666666665,29.840999999999998
2020-01-05 10:00:00+00:00,8.645,38.91266666666667,36.32
2020-01-05 11:00:00+00:00,8.9052,33.83433333333333,42.11333333333334
2020-01-05 12:00:00+00:00,7.405749999999999,42.38908333333333,34.029666666666664
2020-01-05 13:00:00+00:00,8.8654,37.184083333333334,33.44433333333333
2020-01-05 14:00:00+00:00,12.060399999999998,32.89091666666666,31.962999999999997
2020-01-05 15:00:00+00:00,19.4006,32.64191666666667,26.48866666666667
2020-01-05 16:00:00+00:00,22.5948,31.1465,24.277
2020-01-05 17:00:00+00:00,24.86,33.108916666666666,19.285333333333334
2020-01-05 18:00:00+00:00,27.479600000000005,29.279416666666666,20.937
2020-01-05 19:00:00+00:00,26.054399999999998,26.081500000000002,25.568
2020-01-05 20:00:00+00:00,22.3006,25.881083333333333,28.063333333333333
2020-01-05 21:00:00+00:00,18.535,22.493666666666666,32.19466666666667
2020-01-05 22:00:00+00:00,17.581799999999998,19.829666666666665,35.830666666666666
2020-01-05 23:00:00+00:00,16.887999999999998,18.674916666666665,38.327
2020-01-06 00:00:00+00:00,16.3408,21.031499999999998,36.89433333333333
2020-01-06 01:00:00+00:00,16.0002,16.834333333333333,40.53733333333333
2020-01-06 02:00:00+00:00,14.995600000000001,13.602583333333333,46.398666666666664
2020-01-06 03:00:00+00:00,14.469999999999999,15.298083333333333,47.345
2020-01-06 04:00:00+00:00,14.9958,19.325166666666664,44.727666666666664
2020-01-06 05:00:00+00:00,15.514199999999999,26.60183333333333,40.23066666666667
2020-01-06 06:00:00+00:00,17.1588,32.4075,38.62233333333334
2020-01-06 07:00:00+00:00,17.540399999999998,36.94733333333333,37.171
2020-01-06 08:00:00+00:00,18.845,40.42175,34.26666666666666
2020-01-06 09:00:00+00:00,20.4954,41.57641666666667,31.72
2020-01-06 10:00:00+00:00,19.371199999999998,39.41316666666666,33.65633333333333
2020-01-06 11:00:00+00:00,18.19,38.93483333333333,34.55266666666667
2020-01-06 12:00:00+00:00,16.5402,39.62375,37.073
2020-01-06 13:00:00+00:00,15.734399999999999,42.92241666666666,29.90433333333333
2020-01-06 14:00:00+00:00,16.1334,41.60508333333333,32.288666666666664
2020-01-06 15:00:00+00:00,18.1542,47.44841666666667,27.203
2020-01-06 16:00:00+00:00,19.4304,45.95475,24.947999999999997
2020-01-06 17:00:00+00:00,17.7586,46.94375,24.319333333333333
2020-01-06 18:00:00+00:00,16.5312,43.288916666666665,25.221666666666664
2020-01-06 19:00:00+00:00,14.739999999999998,36.988166666666665,27.811333333333334
2020-01-06 20:00:00+00:00,13.597,32.87416666666667,34.5
2020-01-06 21:00:00+00:00,13.3018,32.05608333333333,35.635333333333335
